 0 0 0 0 0
0.01 0.4597475365923699 0.34141429166840803 0.13700756945582898 0.5538884996782617 8.1e-01
0.02 0.45948675935421435 0.3426493290332675 0.13739789659936774 0.5533524294004091 8.1e-01
0.03 0.4592273084124081 0.3438527577547951 0.1377816739254687 0.5528291065259436 8.1e-01
0.04 0.4589693164879839 0.3450256570859406 0.13815905095281766 0.552318084639086 8.1e-01
0.05 0.4587129055551442 0.34616905261163944 0.1385301769256233 0.5518189444325226 8.1e-01
0.06 0.4584581816485618 0.34728393264456003 0.13889519858021904 0.5513312875564765 8.1e-01
0.07 0.4582052380688217 0.3483712457471301 0.13925426019944637 0.5508547367441448 8.1e-01
0.08 0.4579541564646802 0.34943190209596126 0.1396075022486835 0.550388933626288 8.1e-01
0.09 0.4577050081335031 0.3504667748012174 0.1399550623215841 0.5499335382849857 8.1e-01
0.10 0.457457855161209 0.35147670449897767 0.14029707973438565 0.5494882275515565 8.1e-01
