T = 1.5707963267948966 8 9 10 11 12

0.01 4.8e-05 3.8e-05 3.1e-05 2.6e-05 2.2e-05
0.02 9.4e-05 7.4e-05 6.0e-05 5.0e-05 4.2e-05
0.03 1.4e-04 1.1e-04 8.7e-05 7.2e-05 6.0e-05
0.04 1.8e-04 1.4e-04 1.1e-04 9.3e-05 7.8e-05
0.05 2.1e-04 1.7e-04 1.4e-04 1.1e-04 9.5e-05
0.06 2.5e-04 2.0e-04 1.6e-04 1.3e-04 1.1e-04
0.07 2.8e-04 2.2e-04 1.8e-04 1.5e-04 1.2e-04
0.08 3.1e-04 2.5e-04 2.0e-04 1.6e-04 1.4e-04
0.09 3.4e-04 2.7e-04 2.2e-04 1.8e-04 1.5e-04
0.10 3.7e-04 2.9e-04 2.3e-04 1.9e-04 1.6e-04
