
0.01 1.2056643017288593e-08 4.1675605975344254e-05 2.023227152714302e-05 1.413009834033696e-05 4.8e-05
0.02 9.636117570543945e-09 8.08335372850244e-05 3.911529286770854e-05 2.656510168308479e-05 9.4e-05
0.03 7.172149429912622e-09 0.00011765969948648869 5.6766310912892415e-05 3.748828096106216e-05 1.4e-04
0.04 6.351899783929582e-09 0.0001523072029916417 7.328447337262567e-05 4.706422067884963e-05 1.8e-04
0.05 6.602932645094484e-09 0.00018492708805528668 8.875828856902412e-05 5.543742175451172e-05 2.1e-04
0.06 8.34775643054897e-09 0.0002156548523400137 0.00010326863562681865 6.273835310255382e-05 2.5e-04
0.07 1.1625931661818356e-08 0.00024461568870326467 0.00011688939713205837 6.908321469212275e-05 2.8e-04
0.08 1.5796386865218892e-08 0.00027192572561529627 0.00012968943305391445 7.457600224042293e-05 3.1e-04
0.09 2.039626056937749e-08 0.00029769316592942463 0.00014173217868207466 7.930882590939659e-05 3.4e-04
0.10 2.557597067465167e-08 0.00032201601395628887 0.0001530715369151281 8.336347991744208e-05 3.7e-04
