
0.00 2.5208640014318107e-07 0.00010371648823459534 0.00023766532193070233 0.00046984185916232324 5.4e-04
0.05 1.1534723298733951e-07 6.767543874602877e-05 0.00017566947734670713 0.0003341154665011947 3.8e-04
0.10 2.1788625476082402e-07 4.5270604560332384e-05 0.0001323826809258577 0.0002426815219276346 2.8e-04
0.15 2.633696594700474e-07 3.104292286193466e-05 0.00010194969165300272 0.00017967405459917707 2.1e-04
0.20 2.0113373949692814e-07 2.173593812376806e-05 8.018902191719857e-05 0.00013528658397166105 1.6e-04
0.25 1.2488472145300022e-08 1.5379527844860963e-05 6.443146968715396e-05 0.00010343567161275047 1.2e-04
0.30 3.8626425552523713e-07 1.0640844067433264e-05 5.272597520322719e-05 8.013786443639148e-05 9.7e-05
0.35 8.267874275769138e-07 6.929170397573792e-06 4.3749875556331475e-05 6.285303108199969e-05 7.7e-05
0.40 1.2625840876689942e-06 3.789206478505003e-06 3.648359334396112e-05 4.981673002069087e-05 6.2e-05
0.45 1.5819183449283791e-06 1.049387351181874e-06 3.01801720428152e-05 3.9846976262136735e-05 5.0e-05
0.50 1.6642398225630295e-06 1.3285157452191942e-06 2.430384631646465e-05 3.213409496216624e-05 4.0e-05
