
0.00 5.773499315298025e-07 0.00020157661263187077 0.00034032661110861007 0.0007334969271308722 8.3e-04
0.01 1.4498563785103613e-06 0.00018752919386993971 0.00032115896449991244 0.0006826413087794858 7.8e-04
0.02 2.1096561099165356e-06 0.00017470322481116796 0.00030368629719446094 0.0006360424410297716 7.3e-04
0.03 2.580234514548696e-06 0.00016296593995818176 0.0002877522414898026 0.0005933034965622808 6.8e-04
0.04 2.8462370856296992e-06 0.00015204909999960714 0.00027315299190511233 0.0005539554247793177 6.4e-04
0.05 2.932462348004261e-06 0.0001418922437078085 0.0002598005616554211 0.0005177312907583831 6.0e-04
0.06 2.8719267853305475e-06 0.00013244262143413676 0.00024754269227833525 0.00048434015409193343 5.6e-04
0.07 2.667641265219345e-06 0.00012361580961234298 0.0002362939157983801 0.0004535420503638532 5.3e-04
0.08 2.413575774129484e-06 0.00011541407851456409 0.00022581558384593414 0.0004250971614139232 5.0e-04
0.09 1.9759433109722835e-06 0.00010758744369643303 0.00021626649261274888 0.00039878203114862565 4.7e-04
0.10 1.441130329238316e-06 0.00010019289730844871 0.0002074532064961776 0.0003744266905676419 4.4e-04
