
0.00 0.0026458932685101133 0.004990324667555057 0.002478281969994889 0.001966615271152161 6.5e-03
0.01 0.0025758155687325424 0.004842480093645463 0.002374582785365953 0.0018857753259681198 6.3e-03
0.02 0.002507800681022354 0.004700160140449383 0.0022765112209844895 0.001809091328119794 6.1e-03
0.03 0.002441780510891778 0.0045630973975256395 0.002183676210500529 0.0017363029989273526 5.9e-03
0.04 0.002377725731186664 0.004431190676815577 0.002095658992916194 0.0016672815846289213 5.7e-03
0.05 0.002315567024874121 0.004304159076079173 0.002012174202786432 0.0016017495284965655 5.5e-03
0.06 0.002255227212490829 0.0041817396091331505 0.001932887887549306 0.0015395012650444295 5.4e-03
0.07 0.002196659631404363 0.004063724380029499 0.0018575469140779122 0.0014803234949507527 5.2e-03
0.08 0.0021397272957476288 0.0039498402076471595 0.0017857575468281928 0.001424041785809571 5.0e-03
0.09 0.002084521711044618 0.0038400857509759967 0.0017175347990898704 0.0013705005818031024 4.9e-03
0.10 0.0020309150202635906 0.003734170621438382 0.0016525516365695214 0.0013195227059110692 4.7e-03
